po_id,sku_id,supplier_id,order_date,quantity,unit_price,lead_time_days,delivery_date
PO-12857,ELE-0017,SUP-014,30-04-2025,135,491.75,12,12-05-2025
PO-12858,SEA-0010,SUP-005,24-05-2026,1914,2092.7,9,02-06-2026
PO-12859,SEA-0017,SUP-008,14-07-2025,1459,4947.37,13,27-07-2025
PO-12860,FAS-0003,SUP-008,30-01-2026,505,932.43,13,12-02-2026
PO-12861,RAW-0001,SUP-007,03-03-2026,1617,1885.23,7,10-03-2026
PO-12862,SEA-0005,SUP-006,06-05-2025,1653,2365.79,11,17-05-2025
PO-12863,FIL-0001,SUP-009,25-05-2025,656,5152.23,8,02-06-2025
PO-12864,FIL-0001,SUP-008,29-07-2025,1116,5362.96,13,11-08-2025
PO-12865,SEA-0013,SUP-015,04-06-2025,678,2564.29,9,13-06-2025
PO-12866,CHE-0018,SUP-003,02-05-2026,1219,2905.86,12,14-05-2026
PO-12867,SEA-0009,SUP-003,21-03-2026,316,3993.89,12,02-04-2026
PO-12868,CON-0015,SUP-010,20-01-2025,1386,2210.08,6,26-01-2025
PO-12869,FAS-0009,SUP-011,06-08-2025,1171,4889.34,15,21-08-2025
PO-12870,CHE-0013,SUP-002,04-04-2025,144,1123.36,10,14-04-2025
PO-12871,CHE-0004,SUP-003,02-02-2025,1174,2536.09,12,14-02-2025
PO-12872,BRG-0015,SUP-009,09-05-2025,1081,2709.01,8,17-05-2025
PO-12873,CHE-0014,SUP-005,27-11-2025,243,1264.21,9,06-12-2025
PO-12874,RAW-0014,SUP-007,26-07-2025,291,3930.21,7,02-08-2025
PO-12875,FIL-0011,SUP-011,25-12-2025,165,511.13,15,09-01-2026
PO-12876,FAS-0010,SUP-004,21-03-2026,1772,1174.37,14,04-04-2026
PO-12877,RAW-0016,SUP-007,19-09-2025,1666,3101.91,7,26-09-2025
PO-12878,CHE-0008,SUP-011,06-08-2025,270,4685.16,15,21-08-2025
PO-12879,FIL-0012,SUP-012,06-03-2025,1968,2422.03,10,16-03-2025
PO-12880,FIL-0020,SUP-006,11-06-2026,1397,4812.26,11,22-06-2026
PO-12881,BRG-0017,SUP-001,14-07-2025,1873,2662.63,8,22-07-2025
PO-12882,ELE-0011,SUP-005,04-03-2026,1488,1359.03,9,13-03-2026
PO-12883,CHE-0013,SUP-006,20-04-2026,920,1315.58,11,01-05-2026
PO-12884,FIL-0013,SUP-015,20-05-2025,1871,972.31,9,29-05-2025
PO-12885,CHE-0002,SUP-004,12-03-2026,1300,3310.66,14,26-03-2026
PO-12886,BRG-0009,SUP-007,19-06-2026,1639,115.88,7,26-06-2026
PO-12887,ELE-0007,SUP-010,12-10-2025,434,2352.4,6,18-10-2025
PO-12888,CON-0014,SUP-010,11-06-2025,284,2342.16,6,17-06-2025
PO-12889,RAW-0013,SUP-010,23-02-2025,1104,659.07,6,01-03-2025
PO-12890,ELE-0014,SUP-004,05-09-2025,326,1952.72,14,19-09-2025
PO-12891,RAW-0017,SUP-003,01-04-2026,1481,4690.96,12,13-04-2026
PO-12892,CON-0016,SUP-006,30-03-2025,474,3090.65,11,10-04-2025
PO-12893,SEA-0003,SUP-008,22-03-2025,199,2154.91,13,04-04-2025
PO-12894,FAS-0018,SUP-013,24-11-2025,554,2729.03,38,01-01-2026
PO-12895,BRG-0019,SUP-005,05-04-2026,445,3884.67,9,14-04-2026
PO-12896,RAW-0001,SUP-015,06-03-2025,300,2129,9,15-03-2025
PO-12897,CHE-0015,SUP-015,16-08-2025,769,2614.99,9,25-08-2025
PO-12898,SEA-0015,SUP-014,08-03-2025,1772,1699.55,12,20-03-2025
PO-12899,BRG-0016,SUP-005,17-06-2026,1668,1500.66,9,26-06-2026
PO-12900,RAW-0003,SUP-004,20-02-2025,191,4900.94,14,06-03-2025
PO-12901,FAS-0013,SUP-007,20-05-2026,1039,1633.67,7,27-05-2026
PO-12902,FAS-0004,SUP-004,17-03-2026,1924,2562.69,14,31-03-2026
PO-12903,FAS-0005,SUP-007,24-01-2025,1820,3170.33,7,31-01-2025
PO-12904,SEA-0001,SUP-004,23-01-2025,1359,2872.44,14,06-02-2025
PO-12905,BRG-0014,SUP-004,06-06-2026,926,1858.22,14,20-06-2026
PO-12906,ELE-0003,SUP-007,30-09-2025,237,584.04,7,07-10-2025
PO-12907,CON-0016,SUP-004,10-01-2025,1794,2873.44,14,24-01-2025
PO-12908,CON-0013,SUP-002,21-05-2025,1254,778.68,10,31-05-2025
PO-12909,BRG-0009,SUP-011,26-11-2025,1814,113.55,15,11-12-2025
PO-12910,CON-0007,SUP-002,28-04-2026,1426,1106.96,10,08-05-2026
PO-12911,FIL-0018,SUP-007,27-02-2026,720,3894.66,7,06-03-2026
PO-12912,FAS-0001,SUP-012,31-01-2026,1475,1293.63,10,10-02-2026
PO-12913,RAW-0001,SUP-003,31-12-2025,987,1894.49,12,12-01-2026
PO-12914,BRG-0020,SUP-013,29-09-2025,551,2948.7,45,13-11-2025
PO-12915,RAW-0009,SUP-004,27-01-2026,1265,5155.3,14,10-02-2026
PO-12916,CON-0009,SUP-011,11-01-2026,710,2789.56,15,26-01-2026
PO-12917,CON-0017,SUP-001,22-07-2025,702,1201.61,8,30-07-2025
PO-12918,CON-0012,SUP-012,06-04-2026,174,2852.76,10,16-04-2026
PO-12919,RAW-0010,SUP-011,25-08-2025,1487,3900.88,15,09-09-2025
PO-12920,CHE-0016,SUP-015,14-03-2025,864,4950.4,9,23-03-2025
PO-12921,CON-0015,SUP-010,22-04-2025,1883,1995.4,6,28-04-2025
PO-12922,BRG-0016,SUP-003,24-02-2025,807,1436.02,12,08-03-2025
PO-12923,SEA-0003,SUP-002,28-04-2025,1511,2278.9,10,08-05-2025
PO-12924,FAS-0016,SUP-014,18-06-2025,358,4022.67,12,30-06-2025
PO-12925,CON-0004,SUP-008,29-05-2025,632,4560.15,13,11-06-2025
PO-12926,CON-0003,SUP-012,12-03-2025,405,3675.12,10,22-03-2025
PO-12927,SEA-0009,SUP-007,19-03-2025,183,4045.41,7,26-03-2025
PO-12928,FAS-0003,SUP-004,22-06-2026,1884,1005.37,14,06-07-2026
PO-12929,SEA-0008,SUP-012,05-07-2025,989,4446.39,10,15-07-2025
PO-12930,FAS-0011,SUP-007,11-05-2026,1504,3418.15,7,18-05-2026
PO-12931,FAS-0012,SUP-011,03-09-2025,1232,3636.96,15,18-09-2025
PO-12932,FIL-0008,SUP-003,05-03-2026,485,1864.41,12,17-03-2026
PO-12933,CON-0001,SUP-010,22-12-2025,655,2484.35,6,28-12-2025
PO-12934,FIL-0010,SUP-013,27-05-2025,169,428.02,45,11-07-2025
PO-12935,ELE-0012,SUP-009,15-08-2025,1246,684.57,8,23-08-2025
PO-12936,FAS-0020,SUP-001,05-10-2025,841,4066.83,8,13-10-2025
PO-12937,BRG-0007,SUP-011,16-09-2025,215,2934.21,15,01-10-2025
PO-12938,CHE-0019,SUP-013,25-12-2025,1569,4561.28,38,01-02-2026
PO-12939,CHE-0016,SUP-002,09-04-2025,1784,4517.62,10,19-04-2025
PO-12940,RAW-0001,SUP-001,18-12-2025,1122,1934.92,8,26-12-2025
PO-12941,FIL-0013,SUP-009,14-02-2025,1974,991.73,8,22-02-2025
PO-12942,FAS-0001,SUP-015,11-03-2026,465,1356.83,9,20-03-2026
PO-12943,ELE-0019,SUP-014,28-01-2026,1087,1049.26,12,09-02-2026
PO-12944,CHE-0007,SUP-007,02-05-2025,359,458.12,7,09-05-2025
PO-12945,FAS-0007,SUP-013,20-11-2025,284,3220.32,37,27-12-2025
PO-12946,BRG-0017,SUP-015,17-08-2025,1014,2757.74,9,26-08-2025
PO-12947,FAS-0005,SUP-012,06-02-2025,1865,2943.65,10,16-02-2025
PO-12948,CON-0016,SUP-001,24-03-2025,839,3021.55,8,01-04-2025
PO-12949,ELE-0018,SUP-001,16-08-2025,380,883.95,8,24-08-2025
PO-12950,RAW-0007,SUP-002,15-02-2026,1414,4455.47,10,25-02-2026
PO-12951,CHE-0002,SUP-007,10-11-2025,1309,2909.71,7,17-11-2025
PO-12952,CHE-0014,SUP-009,24-05-2026,1423,1098.59,8,01-06-2026
PO-12953,SEA-0019,SUP-010,30-12-2025,329,4852.73,6,05-01-2026
PO-12954,FIL-0006,SUP-001,25-05-2025,987,831.14,8,02-06-2025
PO-12955,FIL-0007,SUP-002,27-04-2025,1386,538.54,10,07-05-2025
PO-12956,RAW-0019,SUP-010,17-01-2026,1872,4041.21,6,23-01-2026
PO-12957,CON-0020,SUP-011,17-02-2025,1294,1551.29,15,04-03-2025
PO-12958,FAS-0015,SUP-004,02-06-2026,318,3945.1,14,16-06-2026
PO-12959,BRG-0010,SUP-003,03-01-2026,1103,1447.4,12,15-01-2026
PO-12960,ELE-0020,SUP-015,05-06-2026,1696,3862.69,9,14-06-2026
PO-12961,FIL-0004,SUP-011,30-08-2025,1207,889.62,15,14-09-2025
PO-12962,CON-0018,SUP-015,09-05-2026,660,3572.18,9,18-05-2026
PO-12963,BRG-0015,SUP-002,26-04-2026,883,2839.95,10,06-05-2026
PO-12964,SEA-0001,SUP-010,24-03-2026,425,3396.19,6,30-03-2026
PO-12965,RAW-0006,SUP-002,19-03-2025,1266,1876.76,10,29-03-2025
PO-12966,RAW-0020,SUP-014,23-04-2026,1432,4519.91,12,05-05-2026
PO-12967,CHE-0004,SUP-009,10-06-2026,352,2668.5,8,18-06-2026
PO-12968,RAW-0001,SUP-008,28-11-2025,645,1790.27,13,11-12-2025
PO-12969,RAW-0008,SUP-002,06-03-2026,916,127.56,10,16-03-2026
PO-12970,ELE-0006,SUP-015,21-03-2026,605,2237.53,9,30-03-2026
PO-12971,CON-0012,SUP-004,29-09-2025,1823,2914.36,14,13-10-2025
PO-12972,ELE-0020,SUP-001,21-04-2026,402,3947.85,8,29-04-2026
PO-12973,FIL-0017,SUP-005,07-03-2026,816,3214.12,9,16-03-2026
PO-12974,CON-0009,SUP-004,09-02-2025,1890,2543.54,14,23-02-2025
PO-12975,SEA-0001,SUP-012,02-12-2025,1309,3062.95,10,12-12-2025
PO-12976,ELE-0016,SUP-006,03-11-2025,839,2299.11,11,14-11-2025
PO-12977,RAW-0007,SUP-010,12-04-2025,119,3947.88,6,18-04-2025
PO-12978,FAS-0004,SUP-002,30-03-2026,673,2202.91,10,09-04-2026
PO-12979,BRG-0005,SUP-014,18-09-2025,869,3259.09,12,30-09-2025
PO-12980,CHE-0003,SUP-009,20-04-2025,524,650.28,8,28-04-2025
PO-12981,FIL-0012,SUP-015,15-01-2026,1185,2383.32,9,24-01-2026
PO-12982,SEA-0007,SUP-013,13-01-2026,259,734.92,37,19-02-2026
PO-12983,RAW-0005,SUP-008,11-12-2025,594,1817.58,13,24-12-2025
PO-12984,FAS-0014,SUP-008,11-03-2025,1865,5012.21,13,24-03-2025
PO-12985,SEA-0017,SUP-006,03-06-2025,1983,4423.62,11,14-06-2025
PO-12986,CON-0005,SUP-006,31-03-2026,1904,984.69,11,11-04-2026
PO-12987,ELE-0002,SUP-004,26-09-2025,250,1833.36,14,10-10-2025
PO-12988,CON-0004,SUP-001,31-05-2026,1772,4833.66,8,08-06-2026
PO-12989,FIL-0002,SUP-011,15-01-2025,1085,2774.64,15,30-01-2025
PO-12990,FIL-0007,SUP-011,11-12-2025,1180,482.74,15,26-12-2025
PO-12991,FIL-0003,SUP-015,30-07-2025,433,1211.09,9,08-08-2025
PO-12992,CHE-0007,SUP-015,10-04-2026,1559,446.07,9,19-04-2026
PO-12993,RAW-0019,SUP-004,08-04-2026,1490,4156.44,14,22-04-2026
PO-12994,CHE-0018,SUP-002,26-10-2025,1785,3015.06,10,05-11-2025
PO-12995,FIL-0006,SUP-008,29-03-2025,1695,849.08,13,11-04-2025
PO-12996,FAS-0001,SUP-004,03-03-2026,1694,1161.15,14,17-03-2026
PO-12997,FAS-0012,SUP-003,04-07-2025,1729,3266.03,12,16-07-2025
PO-12998,RAW-0020,SUP-002,10-04-2026,1147,3969.56,10,20-04-2026
PO-12999,FAS-0012,SUP-003,28-01-2025,1684,3394.16,12,09-02-2025
PO-13000,FIL-0012,SUP-015,12-09-2025,110,2239.21,9,21-09-2025
PO-13001,FAS-0020,SUP-002,17-04-2026,314,3899.42,10,27-04-2026
PO-13002,CON-0003,SUP-013,05-06-2026,419,3631.15,35,10-07-2026
PO-13003,CON-0007,SUP-006,22-04-2026,1094,1139.6,11,03-05-2026
PO-13004,FIL-0009,SUP-001,09-07-2025,1833,4262.7,8,17-07-2025
PO-13005,ELE-0015,SUP-010,25-11-2025,915,4463.59,6,01-12-2025
PO-13006,FIL-0002,SUP-011,27-09-2025,1208,2409.08,15,12-10-2025
PO-13007,BRG-0010,SUP-003,13-04-2026,1985,1420.32,12,25-04-2026
PO-13008,FIL-0008,SUP-001,13-02-2026,620,1639.09,8,21-02-2026
PO-13009,BRG-0004,SUP-014,02-11-2025,693,3514.97,12,14-11-2025
PO-13010,BRG-0008,SUP-003,05-12-2025,638,270.05,12,17-12-2025
PO-13011,SEA-0003,SUP-015,22-12-2025,678,2276.86,9,31-12-2025
PO-13012,BRG-0005,SUP-003,24-04-2025,1223,2857.39,12,06-05-2025
PO-13013,SEA-0018,SUP-011,08-05-2026,121,4644.69,15,23-05-2026
PO-13014,BRG-0008,SUP-010,09-06-2025,1475,262.91,6,15-06-2025
PO-13015,ELE-0005,SUP-015,17-09-2025,207,3734.23,9,26-09-2025
PO-13016,FAS-0004,SUP-003,30-04-2025,1745,2350.97,12,12-05-2025
PO-13017,SEA-0005,SUP-013,10-03-2026,1343,2292.74,46,25-04-2026
PO-13018,CON-0001,SUP-007,18-09-2025,813,2489.61,7,25-09-2025
PO-13019,BRG-0016,SUP-006,05-05-2025,712,1380.51,11,16-05-2025
PO-13020,FIL-0006,SUP-002,19-05-2026,1251,922.83,10,29-05-2026
PO-13021,CON-0019,SUP-015,14-05-2025,1100,2775.51,9,23-05-2025
PO-13022,CON-0014,SUP-014,02-01-2025,281,2684.13,12,14-01-2025
PO-13023,CON-0002,SUP-001,03-06-2026,1045,1878.34,8,11-06-2026
PO-13024,CON-0008,SUP-008,15-03-2026,1619,222.48,13,28-03-2026
PO-13025,SEA-0007,SUP-001,29-11-2025,1318,728.93,8,07-12-2025
PO-13026,CHE-0018,SUP-013,17-01-2026,1592,3408.74,38,24-02-2026
PO-13027,FIL-0001,SUP-001,10-08-2025,1037,5263.79,8,18-08-2025
PO-13028,RAW-0001,SUP-008,11-03-2025,184,2059.57,13,24-03-2025
PO-13029,SEA-0018,SUP-004,15-10-2025,1302,4808.61,14,29-10-2025
PO-13030,CON-0005,SUP-001,12-10-2025,1904,1031.83,8,20-10-2025
PO-13031,RAW-0005,SUP-014,15-03-2026,1332,2022.22,12,27-03-2026
PO-13032,CHE-0003,SUP-011,30-05-2026,1573,596.11,15,14-06-2026
PO-13033,CON-0010,SUP-004,05-05-2026,378,1431.59,14,19-05-2026
PO-13034,FAS-0005,SUP-012,05-03-2026,1476,2964.86,10,15-03-2026
PO-13035,FIL-0009,SUP-015,09-01-2026,762,4230.6,9,18-01-2026
PO-13036,ELE-0001,SUP-012,02-01-2025,1982,947.69,10,12-01-2025
PO-13037,CON-0018,SUP-013,04-03-2025,1642,3211.56,42,15-04-2025
PO-13038,FAS-0018,SUP-012,27-10-2025,1268,2476.08,10,06-11-2025
PO-13039,FAS-0009,SUP-001,08-05-2026,175,5139.02,8,16-05-2026
PO-13040,BRG-0001,SUP-003,03-01-2026,1130,1843.66,12,15-01-2026
PO-13041,CHE-0007,SUP-015,15-05-2025,1905,467.77,9,24-05-2025
PO-13042,CON-0011,SUP-013,17-03-2026,1951,5295.92,36,22-04-2026
PO-13043,CON-0007,SUP-012,28-03-2025,820,1075.11,10,07-04-2025
PO-13044,BRG-0016,SUP-015,19-01-2025,250,1530.1,9,28-01-2025
PO-13045,BRG-0013,SUP-007,14-01-2026,486,3131.46,7,21-01-2026
PO-13046,RAW-0010,SUP-013,09-01-2025,718,3521.95,35,13-02-2025
PO-13047,ELE-0012,SUP-015,22-02-2025,1456,631.53,9,03-03-2025
PO-13048,RAW-0002,SUP-014,11-05-2026,298,1268.05,12,23-05-2026
PO-13049,BRG-0003,SUP-012,23-11-2025,291,3066.63,10,03-12-2025
PO-13050,FAS-0016,SUP-007,01-04-2026,1247,3702.48,7,08-04-2026
PO-13051,FAS-0001,SUP-012,29-06-2025,820,1195.76,10,09-07-2025
PO-13052,FIL-0016,SUP-005,11-05-2026,1062,3138.01,9,20-05-2026
PO-13053,FAS-0020,SUP-010,13-05-2025,688,4418.83,6,19-05-2025
PO-13054,CON-0001,SUP-001,11-02-2025,817,2663.36,8,19-02-2025
PO-13055,SEA-0003,SUP-003,14-07-2025,1643,2349.04,12,26-07-2025
PO-13056,FIL-0009,SUP-001,30-03-2026,274,4044.25,8,07-04-2026
PO-13057,BRG-0019,SUP-015,08-10-2025,1598,4101.67,9,17-10-2025
PO-13058,CHE-0020,SUP-013,04-02-2025,475,3403.35,41,17-03-2025
PO-13059,BRG-0015,SUP-001,02-06-2025,1905,2608.94,8,10-06-2025
PO-13060,CON-0012,SUP-007,19-01-2026,373,3015.46,7,26-01-2026
PO-13061,ELE-0004,SUP-010,27-02-2025,1927,2641.94,6,05-03-2025
PO-13062,ELE-0016,SUP-012,20-11-2025,798,2118.86,10,30-11-2025
PO-13063,ELE-0005,SUP-012,03-05-2026,344,3376.93,10,13-05-2026
PO-13064,CON-0016,SUP-002,24-06-2026,1174,2960.04,10,04-07-2026
PO-13065,BRG-0007,SUP-002,19-02-2025,440,2834.05,10,01-03-2025
PO-13066,ELE-0001,SUP-007,15-05-2026,333,994.21,7,22-05-2026
PO-13067,FIL-0014,SUP-006,24-11-2025,768,1505.77,11,05-12-2025
PO-13068,FAS-0002,SUP-011,18-01-2026,241,524.61,15,02-02-2026
PO-13069,ELE-0013,SUP-012,02-02-2026,1982,3043.78,10,12-02-2026
PO-13070,CHE-0015,SUP-004,28-09-2025,580,2862.11,14,12-10-2025
PO-13071,ELE-0002,SUP-006,01-05-2025,900,1999.61,11,12-05-2025
PO-13072,CHE-0017,SUP-004,23-11-2025,1316,903.46,14,07-12-2025
PO-13073,FAS-0015,SUP-012,16-01-2026,273,4341.04,10,26-01-2026
PO-13074,RAW-0003,SUP-013,03-03-2026,1169,4439.92,38,10-04-2026
PO-13075,FIL-0018,SUP-008,14-06-2025,1251,4003.62,13,27-06-2025
PO-13076,BRG-0001,SUP-009,25-02-2026,690,1787.55,8,05-03-2026
PO-13077,ELE-0008,SUP-005,18-02-2025,1780,2183.56,9,27-02-2025
PO-13078,RAW-0013,SUP-011,19-11-2025,1303,596.23,15,04-12-2025
PO-13079,ELE-0017,SUP-012,30-12-2025,1358,407.33,10,09-01-2026
PO-13080,FIL-0013,SUP-013,09-04-2026,1110,850.11,34,13-05-2026
PO-13081,BRG-0016,SUP-012,12-03-2025,1113,1369.36,10,22-03-2025
PO-13082,ELE-0019,SUP-013,18-11-2025,491,884.3,47,04-01-2026
PO-13083,RAW-0006,SUP-010,10-11-2025,941,1973.13,6,16-11-2025
PO-13084,RAW-0016,SUP-015,27-07-2025,542,3174.79,9,05-08-2025
PO-13085,FAS-0003,SUP-003,12-10-2025,732,834.13,12,24-10-2025
PO-13086,CON-0002,SUP-006,13-06-2025,1703,1764.98,11,24-06-2025
PO-13087,FAS-0017,SUP-002,30-03-2026,1394,4051.01,10,09-04-2026
PO-13088,CHE-0002,SUP-011,17-05-2025,980,2796.94,15,01-06-2025
PO-13089,FIL-0017,SUP-011,07-05-2025,1214,3433.29,15,22-05-2025
PO-13090,ELE-0014,SUP-010,29-01-2025,1041,1962.84,6,04-02-2025
PO-13091,ELE-0017,SUP-010,29-04-2025,502,491.2,6,05-05-2025
PO-13092,RAW-0005,SUP-009,24-10-2025,1516,2027.97,8,01-11-2025
PO-13093,CHE-0018,SUP-006,08-12-2025,1494,3104.65,11,19-12-2025
PO-13094,FAS-0019,SUP-003,03-02-2026,1584,4658.52,12,15-02-2026
PO-13095,ELE-0007,SUP-014,24-06-2025,326,2368.83,12,06-07-2025
PO-13096,FIL-0007,SUP-013,30-03-2026,286,508.15,46,15-05-2026
PO-13097,CHE-0007,SUP-012,04-01-2025,826,455.46,10,14-01-2025
PO-13098,BRG-0002,SUP-006,27-03-2026,1335,2775.75,11,07-04-2026
PO-13099,ELE-0015,SUP-006,19-10-2025,1263,4425.45,11,30-10-2025
PO-13100,CON-0015,SUP-007,18-05-2025,799,2100.05,7,25-05-2025
PO-13101,ELE-0012,SUP-007,07-10-2025,1935,712.93,7,14-10-2025
PO-13102,FAS-0009,SUP-012,01-04-2025,189,5240.97,10,11-04-2025
PO-13103,SEA-0020,SUP-015,10-01-2025,189,1246.47,9,19-01-2025
PO-13104,FIL-0012,SUP-006,26-03-2026,504,2396.83,11,06-04-2026
PO-13105,FIL-0007,SUP-008,13-06-2025,167,468.09,13,26-06-2025
PO-13106,ELE-0005,SUP-012,06-01-2025,1482,3316.57,10,16-01-2025
PO-13107,CHE-0004,SUP-004,28-04-2026,236,2540.97,14,12-05-2026
PO-13108,RAW-0018,SUP-004,07-11-2025,737,2017.46,14,21-11-2025
PO-13109,CON-0009,SUP-006,06-04-2025,191,2667.77,11,17-04-2025
PO-13110,FAS-0018,SUP-005,23-01-2025,1094,2623.1,9,01-02-2025
PO-13111,RAW-0001,SUP-003,12-12-2025,375,1814.46,12,24-12-2025
PO-13112,BRG-0004,SUP-012,27-05-2025,1236,3712.62,10,06-06-2025
PO-13113,FAS-0009,SUP-011,30-07-2025,1538,5175.47,15,14-08-2025
PO-13114,ELE-0014,SUP-004,06-06-2025,1857,1881.08,14,20-06-2025
PO-13115,FIL-0001,SUP-011,15-10-2025,1282,5138.41,15,30-10-2025
PO-13116,SEA-0018,SUP-007,22-01-2025,1775,4230.31,7,29-01-2025
PO-13117,CON-0004,SUP-007,20-10-2025,109,4355.84,7,27-10-2025
PO-13118,SEA-0019,SUP-009,15-09-2025,221,4516.28,8,23-09-2025
PO-13119,ELE-0009,SUP-009,17-08-2025,1559,3009.8,8,25-08-2025
PO-13120,CON-0016,SUP-012,27-10-2025,1093,2559.92,10,06-11-2025
PO-13121,ELE-0017,SUP-013,23-05-2026,127,429.29,36,28-06-2026
PO-13122,SEA-0017,SUP-005,26-05-2026,641,4486.02,9,04-06-2026
PO-13123,FIL-0019,SUP-010,15-06-2026,1983,3495.28,6,21-06-2026
PO-13124,FAS-0004,SUP-009,15-05-2026,551,2357.79,8,23-05-2026
PO-13125,SEA-0012,SUP-004,10-01-2026,1508,49.27,14,24-01-2026
PO-13126,FIL-0019,SUP-014,29-05-2025,478,3629.83,12,10-06-2025
PO-13127,SEA-0009,SUP-006,08-10-2025,915,3837.33,11,19-10-2025
PO-13128,ELE-0001,SUP-008,30-05-2026,979,1001.71,13,12-06-2026
PO-13129,BRG-0011,SUP-003,17-01-2026,1064,3213.38,12,29-01-2026
PO-13130,FAS-0020,SUP-015,26-12-2025,291,4291.4,9,04-01-2026
PO-13131,ELE-0011,SUP-011,20-02-2026,753,1308.82,15,07-03-2026
PO-13132,FAS-0014,SUP-011,04-12-2025,1655,5300.4,15,19-12-2025
PO-13133,FIL-0018,SUP-004,14-06-2025,1691,3703.06,14,28-06-2025
PO-13134,FAS-0016,SUP-011,12-04-2025,1973,3604.13,15,27-04-2025
PO-13135,RAW-0007,SUP-012,27-03-2025,977,4226.85,10,06-04-2025
PO-13136,FIL-0018,SUP-014,18-05-2025,1977,3489.84,12,30-05-2025
PO-13137,SEA-0016,SUP-011,06-06-2025,1174,3336.85,15,21-06-2025
PO-13138,FAS-0010,SUP-012,10-01-2026,1328,1218.65,10,20-01-2026
PO-13139,RAW-0006,SUP-012,28-03-2026,1162,1732.12,10,07-04-2026
PO-13140,ELE-0003,SUP-008,06-05-2025,1523,573.79,13,19-05-2025
PO-13141,SEA-0004,SUP-002,04-11-2025,728,1193.07,10,14-11-2025
PO-13142,RAW-0001,SUP-015,28-09-2025,1190,2025.97,9,07-10-2025
PO-13143,CHE-0003,SUP-002,06-08-2025,315,646.68,10,16-08-2025
PO-13144,FIL-0005,SUP-001,20-03-2026,1794,3604.48,8,28-03-2026
PO-13145,CON-0012,SUP-004,25-07-2025,488,3066.22,14,08-08-2025
PO-13146,FIL-0009,SUP-013,04-03-2025,463,4391.44,34,07-04-2025
PO-13147,RAW-0011,SUP-005,27-02-2026,942,1088.18,9,08-03-2026
PO-13148,CHE-0007,SUP-011,27-05-2025,1911,494.95,15,11-06-2025
PO-13149,FAS-0007,SUP-006,02-07-2025,1657,3220.22,11,13-07-2025
PO-13150,CON-0010,SUP-007,21-07-2025,1426,1464.58,7,28-07-2025
PO-13151,CON-0019,SUP-015,15-09-2025,376,2998.29,9,24-09-2025
PO-13152,ELE-0005,SUP-013,23-03-2025,403,3449.52,34,26-04-2025
PO-13153,FIL-0012,SUP-011,06-03-2025,979,2328.73,15,21-03-2025
PO-13154,ELE-0001,SUP-004,01-05-2025,114,1090.87,14,15-05-2025
PO-13155,FIL-0005,SUP-009,23-05-2025,801,3641.59,8,31-05-2025
PO-13156,BRG-0007,SUP-001,12-11-2025,638,3255.43,8,20-11-2025
PO-13157,ELE-0015,SUP-003,12-02-2025,1050,4600.35,12,24-02-2025
PO-13158,CON-0007,SUP-011,24-02-2025,137,1178.42,15,11-03-2025
PO-13159,CON-0020,SUP-013,09-12-2025,163,1476.77,38,16-01-2026
PO-13160,CON-0011,SUP-015,13-02-2025,1416,4828.5,9,22-02-2025
PO-13161,FIL-0010,SUP-007,15-05-2025,1063,421.37,7,22-05-2025
PO-13162,FAS-0005,SUP-008,24-10-2025,1625,2911.15,13,06-11-2025
PO-13163,CHE-0013,SUP-004,31-08-2025,1707,1134.83,14,14-09-2025
PO-13164,ELE-0017,SUP-005,18-02-2026,1959,440.55,9,27-02-2026
PO-13165,BRG-0007,SUP-013,06-06-2026,361,3144.64,39,15-07-2026
PO-13166,CON-0018,SUP-003,10-04-2026,1539,3387.41,12,22-04-2026
PO-13167,SEA-0008,SUP-010,03-02-2025,1168,5184.14,6,09-02-2025
PO-13168,CHE-0015,SUP-013,08-12-2025,1957,3068.54,38,15-01-2026
PO-13169,CON-0009,SUP-006,02-05-2026,1612,2483.24,11,13-05-2026
PO-13170,RAW-0018,SUP-013,15-12-2025,1283,2132.34,40,24-01-2026
PO-13171,CON-0014,SUP-010,01-07-2025,1800,2616.55,6,07-07-2025
PO-13172,ELE-0013,SUP-015,21-04-2026,1249,3136.47,9,30-04-2026
PO-13173,ELE-0015,SUP-002,23-03-2026,1487,4524.26,10,02-04-2026
PO-13174,FIL-0006,SUP-002,01-09-2025,1914,968.26,10,11-09-2025
PO-13175,RAW-0016,SUP-001,22-08-2025,346,3164.03,8,30-08-2025
PO-13176,FIL-0015,SUP-006,30-01-2026,403,1299.65,11,10-02-2026
PO-13177,BRG-0010,SUP-015,14-12-2025,1367,1629.88,9,23-12-2025
PO-13178,FIL-0020,SUP-010,15-01-2026,984,4506.71,6,21-01-2026
PO-13179,FAS-0009,SUP-011,10-10-2025,403,4719.61,15,25-10-2025
PO-13180,FIL-0006,SUP-014,28-04-2025,1533,852.53,12,10-05-2025
PO-13181,FAS-0007,SUP-008,12-07-2025,1053,3377.95,13,25-07-2025
PO-13182,CHE-0019,SUP-013,10-05-2026,1784,4782.55,44,23-06-2026
PO-13183,SEA-0014,SUP-013,20-05-2026,1960,4836.1,40,29-06-2026
PO-13184,FAS-0017,SUP-008,05-12-2025,617,3941.57,13,18-12-2025
PO-13185,ELE-0014,SUP-013,02-04-2026,1163,2039,43,15-05-2026
PO-13186,CHE-0018,SUP-011,15-01-2025,941,2917.84,15,30-01-2025
